id,Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Rent,Potential_Savings_Loan_Repayment,Potential_Savings_Insurance,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
863,31100,26,1,Freelancer,Tier_1,5680,1960,370,3300,1430,1130,530,1100,640,410,1820,18370,26.1,8120,12730,170,60,10,100,140,400,160,30,20,10,460
864,6000,39,5,Self-Employed,Tier_2,1490,1200,100,790,540,480,70,330,300,590,250,6140,12.6,760,-140,40,40,0,20,50,170,20,10,10,20,60
865,168500,42,3,Salaried,Tier_1,55720,0,8050,25890,7430,11440,6750,8960,8310,17890,8630,159070,20.1,33870,9430,1670,0,240,780,740,4000,2020,270,250,540,2160
866,75200,37,4,Salaried,Tier_1,20120,0,3540,9990,5930,5990,3670,5670,5430,2740,1920,65000,28.5,21430,10200,600,0,110,300,590,2100,1100,170,160,80,480
867,79000,26,2,Salaried,Tier_3,16690,7610,830,6760,6220,3020,940,3570,3080,130,4240,53090,30.7,24250,25910,500,230,20,200,620,1060,280,110,90,0,1060
868,81100,28,1,Salaried,Tier_1,12600,0,3700,9980,5310,6120,2760,3240,4830,220,3980,52740,18.6,15080,28360,380,0,110,300,530,2140,830,100,140,10,1000
869,12700,18,0,Student,Tier_2,3150,0,530,1560,700,570,150,710,530,40,400,8340,32.1,4080,4360,90,0,20,50,70,200,40,20,20,0,100
870,221600,29,2,Business Owner,Tier_2,52860,0,3830,28580,18410,22560,8440,8050,10410,1530,6640,161310,15.2,33680,60290,1590,0,110,860,1840,7900,2530,240,310,50,1660
871,112500,48,0,Self-Employed,Tier_1,15800,13880,1580,8030,10000,6060,4550,5960,3410,1100,2810,73180,21.6,24300,39320,470,420,50,240,1000,2120,1360,180,100,30,700
872,15000,36,3,Self-Employed,Tier_3,2170,0,440,2590,1130,920,500,690,770,20,480,9710,13.8,2070,5290,70,0,10,80,110,320,150,20,20,0,120
873,6000,31,1,Freelancer,Tier_2,1370,1080,300,840,440,170,110,320,350,40,360,5380,9.2,550,620,40,30,10,30,40,60,30,10,10,0,90
874,71200,41,2,Salaried,Tier_2,12110,4730,1120,5780,2550,3010,800,2290,2020,40,3040,37490,18.9,13460,33710,360,140,30,170,260,1050,240,70,60,0,760
875,75000,32,0,Salaried,Tier_2,19430,0,1530,7730,5640,4810,2390,4370,3490,1170,2890,53450,22.9,17180,21550,580,0,50,230,560,1680,720,130,100,40,720
876,167800,32,3,Salaried,Tier_1,55080,0,8040,21570,11240,9680,7080,6230,12230,1200,7510,139860,19.9,33390,27940,1650,0,240,650,1120,3390,2120,190,370,40,1880
877,24500,19,0,Student,Tier_1,4970,0,350,2670,1800,1660,300,1160,830,160,1170,15070,18.3,4480,9430,150,0,10,80,180,580,90,30,20,0,290
878,144600,38,2,Business Owner,Tier_1,44870,0,5910,20900,6140,7290,3820,8110,2730,8930,4400,113100,18.1,26170,31500,1350,0,180,630,610,2550,1150,240,80,270,1100
879,52300,46,2,Salaried,Tier_2,11740,2060,1140,5470,2750,4210,2170,3010,2300,2730,2090,39670,9.4,4920,12630,350,60,30,160,280,1470,650,90,70,80,520
880,71200,27,3,Freelancer,Tier_1,16070,5700,2870,7700,5950,4270,2940,2860,2290,280,3650,54580,29.7,21150,16620,480,170,90,230,600,1490,880,90,70,10,910
881,118500,39,0,Salaried,Tier_1,37310,0,3170,13750,3940,5660,2770,5250,2540,110,5660,80160,26.2,31050,38340,1120,0,100,410,390,1980,830,160,80,0,1420
882,123900,19,2,Salaried,Tier_1,37570,0,5610,16600,7240,5960,5020,6400,4240,230,3350,92220,27.1,33580,31680,1130,0,170,500,720,2090,1510,190,130,10,840
883,143200,45,1,Salaried,Tier_1,21540,23960,7040,9470,8370,8040,3700,7490,9210,2200,7870,108890,12.7,18190,34310,650,720,210,280,840,2810,1110,220,280,70,1970
884,74400,30,0,Self-Employed,Tier_3,19670,7300,3700,6900,3410,2810,3160,1710,3460,1230,1650,55000,22.3,16590,19400,590,220,110,210,340,980,950,50,100,40,410
885,43900,26,1,Salaried,Tier_2,11210,460,1410,6540,2990,2010,900,1920,1210,100,1860,30610,28.3,12420,13290,340,10,40,200,300,700,270,60,40,0,460
886,97000,44,0,Self-Employed,Tier_3,12460,0,2640,8190,5050,7640,2280,2510,1920,1540,2370,46600,33.5,32500,50400,370,0,80,250,500,2670,680,80,60,50,590
887,28700,19,2,Salaried,Tier_2,6970,0,1220,2220,1620,2130,1160,990,820,330,1430,18890,21.2,6080,9810,210,0,40,70,160,750,350,30,20,10,360
888,43000,23,0,Salaried,Tier_3,5720,4490,1660,4830,1450,3410,1470,1530,960,30,1430,26980,25.2,10840,16020,170,130,50,140,140,1190,440,50,30,0,360
889,60700,35,0,Salaried,Tier_2,14100,3060,2670,7920,1860,4860,2700,3130,2850,560,2950,46660,18.7,11350,14040,420,90,80,240,190,1700,810,90,90,20,740
890,31500,22,3,Self-Employed,Tier_1,5470,1760,1470,5330,1440,1890,1360,1110,1440,210,710,22190,24.3,7650,9310,160,50,40,160,140,660,410,30,40,10,180
891,47000,32,1,Salaried,Tier_2,7680,0,750,4900,2830,3110,2110,2510,2550,480,1740,28660,23.8,11190,18340,230,0,20,150,280,1090,630,80,80,10,440
892,36400,19,3,Self-Employed,Tier_1,12510,2520,1210,3190,2140,1710,1020,1150,1300,20,860,27630,27.7,10080,8770,380,80,40,100,210,600,310,30,40,0,220
893,61100,28,2,Self-Employed,Tier_2,14470,0,1010,5590,3920,2000,3000,4210,3050,550,2180,39980,30.1,18390,21120,430,0,30,170,390,700,900,130,90,20,540
894,9500,23,0,Student,Tier_2,2720,0,140,1190,290,340,430,200,420,70,350,6150,11.1,1050,3350,80,0,0,40,30,120,130,10,10,0,90
895,6000,18,0,Student,Tier_2,1140,0,80,500,310,450,130,340,130,60,340,3480,25.5,1530,2520,30,0,0,20,30,160,40,10,0,0,80
896,126300,27,1,Business Owner,Tier_1,28440,20870,5590,15180,5270,6310,5640,5940,7040,1800,2700,104780,13.4,16920,21520,850,630,170,460,530,2210,1690,180,210,50,680
897,80800,39,0,Freelancer,Tier_1,26930,0,2710,7680,2790,1730,3030,3020,4740,970,2980,56580,10.5,8480,24220,810,0,80,230,280,610,910,90,140,30,740
898,54400,42,2,Salaried,Tier_2,14760,11890,1030,5210,4270,3150,760,2810,3540,3860,2770,54050,20.7,11260,350,440,360,30,160,430,1100,230,80,110,120,690
899,27900,36,0,Self-Employed,Tier_1,4660,3280,910,3060,1100,2090,1150,1150,1030,280,1140,19850,25.2,7030,8050,140,100,30,90,110,730,340,30,30,10,280
900,26300,39,0,Salaried,Tier_2,3500,0,1110,2480,1360,2080,860,1470,290,280,660,14090,33.5,8810,12210,100,0,30,70,140,730,260,40,10,10,160
901,70800,34,0,Salaried,Tier_3,19090,0,750,9790,4470,1440,3380,3960,2010,180,1620,46690,20.4,14440,24110,570,0,20,290,450,500,1010,120,60,10,400
902,79100,22,2,Salaried,Tier_1,22480,11680,1230,7680,5230,5920,1100,4310,4750,790,2470,67640,24.4,19300,11460,670,350,40,230,520,2070,330,130,140,20,620
903,105100,28,1,Self-Employed,Tier_3,23730,10390,4460,14820,8910,4860,4130,3480,1880,1560,3560,81780,15.9,16710,23320,710,310,130,440,890,1700,1240,100,60,50,890
904,107300,52,0,Self-Employed,Tier_3,29190,3340,4700,9590,8570,8980,1150,5300,1410,770,6120,79120,32.3,34660,28180,880,100,140,290,860,3140,340,160,40,20,1530
905,81600,27,1,Salaried,Tier_3,12400,2930,2640,7600,5980,6130,830,2080,3170,1390,4300,49450,12.9,10530,32150,370,90,80,230,600,2150,250,60,100,40,1080
906,132800,48,1,Business Owner,Tier_2,38260,27000,5550,12890,7820,3840,3190,6100,6440,15120,3140,129350,23.5,31210,3450,1150,810,170,390,780,1340,960,180,190,450,780
907,61300,55,3,Retired,Tier_2,8250,11870,2440,5940,4840,4630,740,3250,1520,240,1400,45120,19.6,12010,16180,250,360,70,180,480,1620,220,100,50,10,350
908,52600,41,1,Salaried,Tier_1,15810,6500,1210,4740,4140,1570,1720,2200,2250,3620,2870,46630,19.1,10050,5970,470,200,40,140,410,550,520,70,70,110,720
909,71900,19,3,Salaried,Tier_1,20830,15170,3000,9020,2770,3820,3030,4680,1260,1170,3520,68270,9.9,7120,3630,620,460,90,270,280,1340,910,140,40,40,880
910,68300,26,2,Salaried,Tier_1,16050,4460,3340,9720,5030,3460,2110,4380,1750,1070,1780,53150,22.3,15230,15150,480,130,100,290,500,1210,630,130,50,30,440
911,88400,29,1,Salaried,Tier_1,22230,19250,4410,12530,7590,4880,2820,5600,2470,2420,5030,89230,29.5,26080,-830,670,580,130,380,760,1710,850,170,70,70,1260
912,116500,29,1,Business Owner,Tier_3,19780,1280,2840,13790,5960,6360,3020,3550,2410,11530,5100,75620,22.6,26330,40880,590,40,90,410,600,2230,910,110,70,350,1280
913,91300,36,2,Salaried,Tier_2,21900,0,4160,7200,3200,2470,3760,6110,1560,1620,1900,53880,16.9,15430,37420,660,0,120,220,320,860,1130,180,50,50,480
914,46700,32,1,Salaried,Tier_3,8720,2400,1990,6790,3360,1210,800,1010,710,110,1750,28850,16.5,7710,17850,260,70,60,200,340,420,240,30,20,0,440
915,40400,28,1,Freelancer,Tier_2,7890,7220,1890,2890,1480,1410,1570,1190,2350,700,1870,30460,26.5,10710,9940,240,220,60,90,150,490,470,40,70,20,470
916,51800,32,1,Salaried,Tier_2,12780,9620,1480,5820,4450,3600,1740,1940,640,220,2590,44880,9.8,5080,6920,380,290,40,170,440,1260,520,60,20,10,650
917,75900,58,3,Salaried,Tier_1,10670,0,2520,5670,3860,6500,3430,3500,3320,950,3830,44250,9.7,7360,31650,320,0,80,170,390,2280,1030,100,100,30,960
918,112700,55,0,Self-Employed,Tier_2,31620,0,2750,13610,5030,6240,3680,2910,3160,140,2520,71660,34.0,38320,41040,950,0,80,410,500,2180,1100,90,90,0,630
919,36300,33,0,Self-Employed,Tier_2,10330,6580,450,3770,2650,2330,430,1740,800,310,1110,30500,26.4,9580,5800,310,200,10,110,260,820,130,50,20,10,280
920,54500,27,0,Business Owner,Tier_3,10220,0,550,5410,2870,5190,890,1810,1140,620,2900,31600,10.0,5450,22900,310,0,20,160,290,1820,270,50,30,20,720
921,184200,46,1,Salaried,Tier_1,45900,7450,2290,14910,15990,12740,2940,10260,5050,18920,4200,140650,27.9,51390,43550,1380,220,70,450,1600,4460,880,310,150,570,1050
922,73800,42,0,Salaried,Tier_1,21860,8780,3430,7440,3290,2260,3400,1740,2190,290,1880,56560,33.0,24350,17240,660,260,100,220,330,790,1020,50,70,10,470
923,48900,25,4,Salaried,Tier_2,12510,10720,1580,8940,2790,3910,2170,1520,2560,520,1810,49030,12.5,6110,-130,380,320,50,270,280,1370,650,50,80,20,450
924,82700,34,3,Salaried,Tier_3,15430,0,1080,9940,4780,1800,2800,2060,3310,900,2790,44890,12.4,10250,37810,460,0,30,300,480,630,840,60,100,30,700
925,162500,21,2,Business Owner,Tier_2,22400,0,6340,13890,8310,16330,6730,7710,10460,2110,7710,101990,23.3,37860,60510,670,0,190,420,830,5720,2020,230,310,60,1930
926,30000,27,1,Salaried,Tier_3,6780,2070,1200,3730,1750,2080,410,1370,400,30,1790,21610,17.2,5160,8390,200,60,40,110,180,730,120,40,10,0,450
927,27300,43,2,Salaried,Tier_2,5120,5660,830,3370,2290,2080,570,1850,810,180,650,23410,21.9,5980,3890,150,170,20,100,230,730,170,60,20,10,160
928,26100,35,1,Salaried,Tier_2,7070,1310,950,2040,1180,1030,770,880,580,60,1300,17170,22.2,5790,8930,210,40,30,60,120,360,230,30,20,0,320
929,59300,29,2,Salaried,Tier_2,7220,0,2080,4200,1910,2050,710,3950,3080,1560,1500,28260,27.4,16250,31040,220,0,60,130,190,720,210,120,90,50,380
930,56100,48,3,Self-Employed,Tier_3,8050,1150,1310,4440,2540,2270,2090,3690,1890,800,1640,29870,30.4,17050,26230,240,30,40,130,250,790,630,110,60,20,410
931,80700,49,2,Salaried,Tier_1,12320,410,1330,10100,4430,6600,3020,4650,3130,3660,3580,53230,31.2,25180,27470,370,10,40,300,440,2310,910,140,90,110,900
932,73500,29,1,Salaried,Tier_2,19680,0,1870,5790,4710,5590,1330,1960,2730,660,2550,46870,23.0,16900,26630,590,0,60,170,470,1960,400,60,80,20,640
933,7000,26,3,Salaried,Tier_3,1790,1370,180,1010,600,180,210,310,240,40,220,6150,28.6,2000,850,50,40,10,30,60,60,60,10,10,0,60
934,116200,24,2,Salaried,Tier_2,17890,0,3100,8180,8000,5390,3270,3390,2490,280,6420,58410,11.2,13010,57790,540,0,90,250,800,1890,980,100,70,10,1600
935,135300,32,1,Salaried,Tier_1,28290,19480,5120,11880,5290,9140,5950,6640,8440,1300,5370,106900,34.6,46810,28400,850,580,150,360,530,3200,1780,200,250,40,1340
936,49900,55,2,Retired,Tier_2,6750,6600,1860,4690,2100,2180,980,1470,3370,890,2890,33780,34.3,17120,16120,200,200,60,140,210,760,290,40,100,30,720
937,97100,45,2,Salaried,Tier_1,29660,5150,1280,14280,7860,5540,2550,3940,5170,650,3760,79840,27.6,26800,17260,890,150,40,430,790,1940,760,120,160,20,940
938,6000,20,0,Student,Tier_2,1580,0,250,790,410,520,150,180,170,50,330,4430,18.6,1120,1570,50,0,10,20,40,180,40,10,10,0,80
939,17000,18,0,Student,Tier_2,2280,0,420,1750,1440,1020,800,980,950,90,400,10130,17.2,2920,6870,70,0,10,50,140,360,240,30,30,0,100
940,111800,36,0,Freelancer,Tier_2,21410,0,1930,14340,4960,5780,5500,2850,3170,1440,6650,68030,15.2,16990,43770,640,0,60,430,500,2020,1650,90,100,40,1660
941,84300,26,6,Salaried,Tier_3,13880,0,4020,15640,4050,3560,1880,6080,1600,860,2430,54000,28.8,24280,30300,420,0,120,470,400,1250,560,180,50,30,610
942,46800,29,1,Salaried,Tier_3,6640,9680,2010,6750,1800,1330,1160,2120,740,790,1460,34480,12.2,5710,12320,200,290,60,200,180,470,350,60,20,20,360
943,4500,30,4,Salaried,Tier_3,1220,0,170,380,270,290,70,270,300,10,190,3170,29.5,1330,1330,40,0,10,10,30,100,20,10,10,0,50
944,4500,21,0,Student,Tier_3,800,0,130,310,380,290,50,230,200,70,240,2700,33.2,1490,1800,20,0,0,10,40,100,20,10,10,0,60
945,76700,37,0,Salaried,Tier_3,9830,0,1230,9860,3120,2220,1720,2520,3310,1310,1900,37020,8.7,6670,39680,290,0,40,300,310,780,520,80,100,40,480
946,86500,32,0,Salaried,Tier_3,20150,1650,4300,11480,3630,2930,3020,2940,1530,1210,2340,55180,27.5,23790,31320,600,50,130,340,360,1030,910,90,50,40,580
947,8100,25,1,Self-Employed,Tier_1,1690,0,390,770,680,640,150,260,160,90,410,5240,20.0,1620,2860,50,0,10,20,70,220,40,10,0,0,100
948,218100,20,1,Business Owner,Tier_1,61410,42920,9440,28870,9490,9390,5900,9490,13800,1840,5160,197710,9.3,20280,20390,1840,1290,280,870,950,3290,1770,280,410,60,1290
949,54500,65,3,Retired,Tier_1,17150,4570,760,6710,2150,1470,1950,3930,3990,1450,3190,47320,26.3,14330,7180,510,140,20,200,220,510,580,120,120,40,800
950,228100,29,3,Business Owner,Tier_1,52000,0,4670,36420,17510,14640,5240,14180,4680,860,13410,163610,13.9,31710,64490,1560,0,140,1090,1750,5120,1570,430,140,30,3350
951,8100,55,0,Business Owner,Tier_1,1610,0,190,1130,660,580,310,380,360,130,220,5570,33.9,2750,2530,50,0,10,30,70,200,90,10,10,0,60
952,37700,33,2,Salaried,Tier_1,10320,0,740,5760,2920,2020,1580,990,1850,2400,1160,29740,26.5,9990,7960,310,0,20,170,290,710,470,30,60,70,290
953,49500,34,3,Self-Employed,Tier_1,13520,0,520,6920,2140,2790,1290,1370,3020,590,1440,33600,30.4,15050,15900,410,0,20,210,210,980,390,40,90,20,360
954,135300,52,3,Self-Employed,Tier_1,27590,0,5680,22640,9410,7430,3670,8190,2280,9190,7680,103760,17.2,23270,31540,830,0,170,680,940,2600,1100,250,70,280,1920
955,81300,37,1,Salaried,Tier_1,20430,6400,1410,8620,2440,2410,1640,3280,1570,150,3650,52000,25.6,20810,29300,610,190,40,260,240,840,490,100,50,0,910
956,82700,20,2,Salaried,Tier_2,18430,0,2250,13020,4480,4730,2970,3480,3680,780,2370,56190,12.5,10340,26510,550,0,70,390,450,1660,890,100,110,20,590
957,75100,45,2,Self-Employed,Tier_2,9390,0,2840,11940,4660,4800,2390,2970,4530,1270,4330,49120,26.5,19900,25980,280,0,90,360,470,1680,720,90,140,40,1080
958,23500,20,0,Student,Tier_2,3620,0,870,2890,1600,770,350,510,380,30,1260,12280,28.9,6790,11220,110,0,30,90,160,270,100,20,10,0,320
959,93900,43,3,Self-Employed,Tier_1,22290,14690,940,10910,5980,5370,2100,5430,3700,680,4030,76120,24.0,22540,17780,670,440,30,330,600,1880,630,160,110,20,1010
960,12600,22,0,Student,Tier_3,1590,0,140,1170,640,870,360,270,590,220,540,6390,24.6,3100,6210,50,0,0,40,60,300,110,10,20,10,140
961,29200,67,1,Retired,Tier_2,4590,0,990,3710,1190,1300,480,830,970,720,930,15710,34.7,10130,13490,140,0,30,110,120,450,140,20,30,20,230
962,11700,46,0,Freelancer,Tier_2,2230,2370,310,1110,560,500,240,660,660,160,380,9180,14.9,1740,2520,70,70,10,30,60,180,70,20,20,0,100
963,35400,29,0,Salaried,Tier_3,8000,0,700,4120,2880,1390,990,1030,1910,560,1080,22660,22.2,7860,12740,240,0,20,120,290,490,300,30,60,20,270
964,154600,28,1,Business Owner,Tier_2,35400,16220,7330,23220,10840,10630,6310,6830,8830,750,4630,130990,10.8,16700,23610,1060,490,220,700,1080,3720,1890,200,260,20,1160
965,45600,36,0,Salaried,Tier_3,6420,0,540,3930,3830,2570,810,2060,2240,300,1770,24470,23.8,10850,21130,190,0,20,120,380,900,240,60,70,10,440
966,57200,34,1,Freelancer,Tier_1,9650,7690,1870,7770,2200,4100,1390,1570,970,760,2200,40170,31.2,17850,17030,290,230,60,230,220,1440,420,50,30,20,550
967,6000,19,0,Student,Tier_2,1760,0,160,750,510,380,290,180,170,30,180,4410,16.8,1010,1590,50,0,0,20,50,130,90,10,10,0,40
968,145000,27,1,Salaried,Tier_1,46570,9460,2510,19780,5720,9710,2240,8510,3090,1190,3960,112740,19.0,27550,32260,1400,280,80,590,570,3400,670,260,90,40,990
969,29900,35,3,Business Owner,Tier_1,6580,0,1290,2320,2320,3200,1080,1800,2030,310,930,21860,28.3,8460,8040,200,0,40,70,230,1120,320,50,60,10,230
970,35000,63,1,Retired,Tier_1,6740,0,770,4810,1170,1260,1460,2020,2170,690,1840,22930,24.5,8580,12070,200,0,20,140,120,440,440,60,70,20,460
971,157300,24,2,Salaried,Tier_1,46250,0,2820,12900,14100,10010,3040,4640,3050,1140,9380,107330,13.8,21710,49970,1390,0,80,390,1410,3500,910,140,90,30,2340
972,17000,22,0,Student,Tier_1,4700,0,480,2290,520,1360,270,670,690,230,550,11760,32.3,5490,5240,140,0,10,70,50,480,80,20,20,10,140
973,116700,31,1,Salaried,Tier_1,34700,20950,1960,7860,5400,9830,4870,2760,4660,6420,6750,106160,29.6,34540,10540,1040,630,60,240,540,3440,1460,80,140,190,1690
974,34000,31,1,Freelancer,Tier_3,5080,5960,740,4790,1140,2620,1320,2080,840,3600,1310,29480,29.0,9860,4520,150,180,20,140,110,920,400,60,30,110,330
975,42900,24,0,Salaried,Tier_3,11220,5670,1910,5750,1420,1940,1360,1780,2400,120,2020,35590,25.0,10720,7310,340,170,60,170,140,680,410,50,70,0,500
976,56500,41,2,Salaried,Tier_3,12730,0,1440,7910,2650,2140,1710,3250,3760,490,2550,38630,20.2,11410,17870,380,0,40,240,260,750,510,100,110,10,640
977,75600,36,2,Freelancer,Tier_1,11090,11590,3730,9140,5930,5440,910,4970,5160,100,4100,62160,31.3,23660,13440,330,350,110,270,590,1900,270,150,150,0,1020
978,6000,35,2,Self-Employed,Tier_2,1350,0,120,620,400,510,280,170,110,130,340,4030,33.5,2010,1970,40,0,0,20,40,180,80,10,0,0,80
979,313000,28,1,Business Owner,Tier_1,50510,12130,11630,38810,14290,30620,7920,19720,18740,4170,6280,214820,22.6,70740,98180,1520,360,350,1160,1430,10720,2380,590,560,130,1570
980,76000,36,1,Salaried,Tier_3,15990,0,2310,8730,3790,2960,820,2190,4350,5600,2670,49410,21.7,16490,26590,480,0,70,260,380,1040,250,70,130,170,670
981,52400,38,1,Salaried,Tier_2,10030,0,960,7690,3450,2210,1010,1550,3170,450,2710,33230,12.3,6450,19170,300,0,30,230,340,770,300,50,100,10,680
982,136000,23,0,Salaried,Tier_1,21120,24220,2090,15280,8750,11550,2180,4270,1850,2260,7920,101490,28.8,39170,34510,630,730,60,460,880,4040,650,130,60,70,1980
983,78600,27,3,Salaried,Tier_1,18380,12450,1270,9030,6260,5550,2870,5670,1180,530,2630,65820,15.0,11790,12780,550,370,40,270,630,1940,860,170,40,20,660
984,65600,24,1,Self-Employed,Tier_2,9140,9450,2650,4480,3040,4520,2890,3410,1260,970,1530,43340,31.0,20340,22260,270,280,80,130,300,1580,870,100,40,30,380
985,40900,35,0,Salaried,Tier_3,10140,0,1830,4230,2540,3660,900,830,1970,80,1350,27530,23.0,9410,13370,300,0,50,130,250,1280,270,20,60,0,340
986,113500,48,1,Salaried,Tier_1,34330,0,5350,16330,6800,7340,3320,6530,4420,10570,6630,101620,25.2,28600,11880,1030,0,160,490,680,2570,1000,200,130,320,1660
987,69800,33,0,Salaried,Tier_3,12100,2770,2400,8180,3920,2100,910,1910,1760,80,2190,38320,24.5,17100,31480,360,80,70,250,390,740,270,60,50,0,550
988,89700,41,3,Self-Employed,Tier_3,19940,0,4000,7470,7330,5520,3860,4030,4500,1580,2790,61020,26.6,23860,28680,600,0,120,220,730,1930,1160,120,140,50,700
989,77700,32,1,Salaried,Tier_1,11060,0,1300,5050,2360,6650,3100,3490,1650,3690,4270,42620,8.1,6290,35080,330,0,40,150,240,2330,930,100,50,110,1070
990,192100,32,2,Business Owner,Tier_1,54730,39530,6170,16260,10580,17690,3230,11390,10780,1440,7310,179110,22.4,43030,12990,1640,1190,190,490,1060,6190,970,340,320,40,1830
991,60400,34,0,Salaried,Tier_3,16920,0,1820,7940,4250,4940,1100,3180,1830,810,2430,45220,25.1,15160,15180,510,0,50,240,420,1730,330,100,50,20,610
992,9400,23,0,Student,Tier_3,1550,0,460,650,830,310,340,490,190,40,420,5280,10.7,1010,4120,50,0,10,20,80,110,100,10,10,0,100
993,64400,27,2,Self-Employed,Tier_2,16270,10320,810,7330,4670,5680,3070,1550,4310,560,2280,56850,25.6,16490,7550,490,310,20,220,470,1990,920,50,130,20,570
994,136400,24,2,Salaried,Tier_2,18830,19630,2820,19240,9180,7190,3790,5760,5230,1240,3330,96240,34.2,46650,40160,560,590,80,580,920,2520,1140,170,160,40,830
995,27500,34,0,Salaried,Tier_3,6570,1080,1020,3830,2180,840,700,960,1590,200,970,19940,12.6,3460,7560,200,30,30,110,220,290,210,30,50,10,240
996,22600,21,0,Student,Tier_2,6340,0,520,2450,1590,1450,230,850,560,60,1230,15280,8.6,1940,7320,190,0,20,70,160,510,70,30,20,0,310
997,6000,34,0,Salaried,Tier_2,1190,820,180,630,380,370,130,280,140,40,270,4430,23.4,1400,1570,40,20,10,20,40,130,40,10,0,0,70
998,87400,19,0,Salaried,Tier_1,27380,0,2490,7260,5030,7520,2070,3140,3420,1270,2120,61700,18.3,15990,25700,820,0,70,220,500,2630,620,90,100,40,530
999,52800,33,2,Freelancer,Tier_2,14660,0,890,7770,4710,1660,820,2350,1830,280,2330,37300,9.7,5120,15500,440,0,30,230,470,580,250,70,50,10,580
1000,58100,28,0,Freelancer,Tier_1,17280,10,2620,6150,2410,3870,680,2280,2520,570,1710,40100,24.1,14000,18000,520,0,80,180,240,1350,200,70,80,20,430
1001,4500,33,0,Self-Employed,Tier_3,660,950,190,600,150,190,170,220,220,30,200,3580,31.5,1420,920,20,30,10,20,20,70,50,10,10,0,50
1002,84800,57,4,Self-Employed,Tier_2,18690,14310,1500,10640,5300,8050,4210,4170,4310,5120,3320,79620,27.5,23320,5180,560,430,40,320,530,2820,1260,130,130,150,830
1003,84600,23,1,Salaried,Tier_1,24810,7960,3850,6380,3710,7130,1870,5370,1510,910,1840,65340,21.1,17850,19260,740,240,120,190,370,2500,560,160,50,30,460
1004,27800,31,0,Business Owner,Tier_3,5210,0,320,1980,2130,940,1290,1240,880,240,910,15140,19.5,5420,12660,160,0,10,60,210,330,390,40,30,10,230
1005,42800,39,3,Salaried,Tier_3,8520,0,1280,5220,2280,2480,1600,1750,2120,460,1410,27120,10.6,4540,15680,260,0,40,160,230,870,480,50,60,10,350
1006,69200,40,1,Freelancer,Tier_1,13670,0,1300,5480,5520,5740,850,3710,2220,820,4000,43310,33.1,22910,25890,410,0,40,160,550,2010,260,110,70,20,1000
1007,39100,19,2,Salaried,Tier_2,5800,6640,1230,4700,1750,1730,890,2130,1710,120,1700,28400,16.2,6330,10700,170,200,40,140,180,610,270,60,50,0,420
1008,48600,23,1,Business Owner,Tier_1,16540,3500,1200,3500,1650,2540,590,2840,650,270,1150,34430,20.1,9770,14170,500,100,40,100,160,890,180,90,20,10,290
